ReportNetEnvelopeFileId,flatpComments,flatpEUFund,flatpEUFundName,flatpExpCapacity,flatpExpecDateCompletion,flatpExpecDatePerformance,flatpExpecDateStart,flatpExpecDateStartWork,flatpExpecTreatment,flatpExpLoad,flatpExpLoadTruck,flatpInv,flatpLoan,flatpLoanName,flatpMeasures,flatpOtherFund,flatpOtherFundName,flatpReasons,flatpStatus,flarepCode,uwwCode,uwwName
60370,,0.5808,CF,2200,20261231,20271231,20141231,20151231,2,1722,0,0.7744,0,,Construction of the WWTP in Saulia,0.1936,"Other funds -National , local budgets and own sources",Absence of waste water treatment,NC,RO08,ROWP_119769_01,ROWP Saulia
60370,,0,,3865,20221231,20231231,20131231,20141231,2,3787,0,0,0,,Improvement the connection level to the UWWTP ,0,,Level of connection to the UWWTP under compliance value,NC,RO08,ROWP_119901_01,ROWP Primaria UNGHENI
60370,,0.5583,CF,2436,20261231,20271231,20141231,20151231,1,2170,0,0.7444,0,,Construction of a WWTP in Valea Larga,0.1861,"Other funds -National , local budgets and own sources",Absence of waste water treatment,NC,RO08,ROWP_119983_01,ROWP PRIMARIA COMUNEI Valea Larga
60370,,0,,3082,20221231,20231231,20131231,20141231,2,2745,0,0,0,,Improvement the connection level to the UWWTP ,0,,Level of connection to the UWWTP under compliance value,NC,RO08,ROWP_120389_01,ROWP COMUNA ZAU DE CAMPIE
60370,,1.814639,CF,3553,20261231,20271231,20201231,20211231,2,3165,0,2.372698,0,,Construction of the WWTP in Seitin,0.558059,"Other funds -National , local budgets and own sources",Absence of waste water treatment,NC,RO08,ROWP_12215_01,ROWP Seitin
60370,,0,,24000,20221231,20231231,20131231,20141231,3NP,18658,0,0,0,,Improvement the connection level to the UWWTP ,0,,Level of connection to the UWWTP under compliance value,NC,RO08,ROWP_1222_01,ROWP SC APA CTTA  SA - Fil.Aiud SRL 
60370,,0,,26000,20221231,20231231,20131231,20141231,3NP,19549,0,0,0,,Improvement the connection level to the UWWTP,0,,Level of connection to the UWWTP under compliance value,NC,RO08,ROWP_1357_01,ROWP SC APA CTTA SA  Alba  - Fil.Blaj
60370,,0,,74000,20221231,20231231,20131231,20141231,3NP,53818,0,0,0,,No measures,0,,Compliant,C,RO08,ROWP_143628_01,ROWP SC APA TARNAVEI MARI SA  Medias st ep
60370,,0.23,CF,12300,20261231,20271231,20141231,20151231,2,5825,0,0.23,0,,Rehabilitation of the WWTP in Orastie,0,,Absence of waste water treatment,NC,RO08,ROWP_143780_01,ROWP Copsa Mica
60370,,1.0174,CF,7100,20261231,20271231,20131231,20141231,2,6544,0,1.0174,0,,Pumping station for waste water; Facilities for IAS,0,,Level of connection to the UWWTP under compliance value,NC,RO08,ROWP_143815_01,ROWP SC APA TARNAVEI MARI SA -SUC DUMBRAVENI
60370,,,,7933,20261231,20271231,20131231,20141231,2,7212,0,1.55,,,Construction / expansion of wastewater treatment plants,1.55,"National budget, local budget",increase of the load ,NC,RO08,ROWP_147143_01,ROWP Bosanci
60370,,,,2826,20261231,20271231,20181231,20200101,2,2569,0,1.46,,,building a new treatment plant / secondary treatment ,1.46,OF,NR,NC,RO08,ROWP_147170_01,ROWP Botosana
60370,,2.28,CF,4237,20261231,20271231,20181231,20200101,2,3852,2,2.28,,,building a new treatment plant / secondary treatment ,,,NR,NC,RO08,ROWP_121947_01,ROWP Brusturi - Drag.
60370,,,,3645,20261231,20271231,20181231,20200101,2,3314,2,0.5,,,building a new treatment plant / secondary treatment ,0.5,OF,NR,NC,RO08,ROWP_45682_01,ROWP Buda
60370,,,,5546,20261231,20271231,20181231,20200101,2,5042,0,0.5,,,building a new treatment plant / secondary treatment ,0.5,OF,NR,NC,RO08,ROWP_21677_01,ROWP Buhoci
60370,,,,2530,20261231,20271231,20181231,20200101,2,2300,0,1.14,,,building a new treatment plant / secondary treatment ,1.14,OF,NR,NC,RO08,ROWP_151521_01,ROWP Burla
60370,,,,4572,20261231,20271231,20181231,20200101,2,4156,0,0.5,,,building a new treatment plant / secondary treatment ,0.5,OF,absence of UWWTP,NC,RO08,ROWP_122356_03_01,ROWP Buruienesti
60370,,,,4524,20261231,20271231,20181231,20200101,2,4113,0,0.5,,,building a new treatment plant / secondary treatment ,0.5,OF,absence of UWWTP,NC,RO08,ROWP_96129_01,ROWP Butea
60370,,,,6109,20261231,20271231,20181231,20200101,2,5554,0,4.12,,,building a new treatment plant / secondary treatment ,4.12,OF,NR,NC,RO08,ROWP_147544_01,ROWP Cacica
60370,,,,9895,20261231,20271231,20181231,20200101,2,8995,0,2.42,,,building a new treatment plant / secondary treatment ,2.42,OF,absence of UWWTP,NC,RO08,ROWP_147642_01,ROWP Cajvana
60370,,,,3263,20261231,20271231,20121231,20141231,2,2966,0,0.43,,,Construction / expansion of wastewater treatment plants,0.43,OF,increase of the load ,NC,RO08,ROWP_147599_01,ROWP Calafindesti
60370,,,,4824,20261231,20271231,20181231,20200101,2,4385,0,0.5,,,building a new treatment plant / secondary treatment ,0.5,OF,NR,NC,RO08,ROWP_175689_01,ROWP Campuri
60370,,,,5166,20261231,20271231,20181231,20200101,2,4696,2,2.21,,,building a new treatment plant / secondary treatment ,2.21,OF,NR,NC,RO08,ROWP_122070_01,ROWP Candesti
60370,,,,2500,20261231,20271231,20121231,20141231,2,2147,0,1.09,,,building a new treatment plant / secondary treatment ,1.09,OF,NR,NC,RO08,ROWP_151503_01,ROWP Capu Campului
60370,,,,2857,20261231,20271231,20181231,20200101,2,2597,0,0.5,,,building a new treatment plant / secondary treatment ,0.5,OF,NR,NC,RO08,ROWP_175741_01,ROWP Carligele
60370,,1.82,CF,4870,20261231,20271231,20181231,20200101,2,4427,0,1.82,,,building a new treatment plant / secondary treatment ,,,NR,NC,RO08,ROWP_21739_01,ROWP Casin
60370,,,,2512,20261231,20271231,20181231,20200101,2,2284,0,1.835,,,building a new treatment plant / secondary treatment ,1.835,OF,NR,NC,RO08,ROWP_98079_01,ROWP Ciohorani
60370,,,,2500,20261231,20271231,20151231,20141231,2,2311,0,0.5,,,Construction / expansion of wastewater treatment plants,0.5,OF,increase of the load ,NC,RO08,ROWP_147704_01,ROWP APA CANAL (PRIMARIA) SRL CIPRIAN PORUMBESCU
60370,,,,7800,20261231,20271231,20151231,20160101,2,2811,2,1.7,,,Rehabilitation of wastewater treatment plants,1.7,"National budget, local budget",increase of the load ,NC,RO08,ROWP_147367_01,ROWP SPAAC (SERVICIUL PUBLIC de ALIMENTARE cu APA si CANALIZARE) Brosteni
60370,,2.029,CF,32481,20221231,20231231,20170530,20180530,3P,15925,0,2.029,,,Rehabilitation and Extension of the collecting system,,,increase of the load ,NC,RO08,ROWP_20787_01,ROWP CRAB - Centru Zonal Judet Bacau - Sectia Buhusi
60370,,,,6384,20261231,20271231,20121231,20131231,2,5804,2,2.1,,,Construction / expansion of wastewater treatment plants,2.1,OF,increase of the load ,NC,RO08,ROWP_21766_01,ROWP CL Caiuti
60370,,1,CF,5500,20261231,20271231,20131231,20141231,2,5000,0,1,,,Construction / expansion of wastewater treatment plants,,,increase of the load ,NC,RO08,ROWP_174799_01,ROWP CL Campineanca
60370,,,,2500,20261231,20271231,20231231,20241231,2,5640,,2.412,0,,Extension of WWTP Călinești Oaș,2.412,Unidentified Funds,"not enough capacity, low collecting rate of the urban waste waters",NC,RO08,ROWP_137238_01,ROWP Calinesti Oas
60370,,,,2980,20231231,20241231,20151231,20161231,2,3391,,0.040573,0,,New WWTP at Supuru de Jos,0.040573,National Budget,Absence of WWTP,NC,RO08,ROWP_138930_02_01,ROWP Supuru
60370,,0,,4800,20261231,20271231,20231231,20241231,2,4383,,0,0,,Increase collection rate,0,,low collecting rate of the urban waste waters,NC,RO08,ROWP_138217_01,ROWP Moftinu 
60370,,2.280427,CF,3700,20231231,20241231,20201231,20211231,2,3918,,2.280427,0,,New WWTP in Bătarci,,,Absence of WWTP,NC,RO08,ROWP_136928_01,ROWP Batarci 
60370,,0,,5000,20261231,20271231,20231231,20241231,2,3136,,0,0,,Increase collection rate,0,,low collecting rate of the urban waste waters,NC,RO08,ROWP_138173_01,ROWP Micula
60370,,0,,3000,20261231,20271231,20231231,20241231,2,2058,,0,0,,Increase collection rate,0,,low collecting rate of the urban waste waters,NC,RO08,ROWP_139018_01,ROWP Tarna Mare
60370,,,,3000,20261231,20271231,20231231,20241231,2,7266,,3.343631,0,,New WWTP in Racsa,3.343631,Unidentified Funds,Absence of WWTP,NC,RO08,ROWP_139349_01,ROWP Vama 
60370,,,,4200,20231231,20241231,20211231,20221231,2,3971,,0.5,0,,New WWTP  Berveni,0.5,National Budget,Absence of WWTP,NC,RO08,ROWP_137041_01,ROWP Berveni
60370,,,,3365,20231231,20241231,20181231,20191231,2,3626,,2.619218,0,,New WWTP in Gherta Mica,2.619218,National Budget,Absence of WWTP,NC,RO08,ROWP_137755_01,ROWP Gherta Mica 
60370,,,,2400,20261231,20271231,20231231,20241231,2,2420,,1.182151,0,,New WWTP in Bogdand,1.182151,Unidentified Funds,Absence of WWTP,NC,RO08,ROWP_137149_01,ROWP Bogdand 
60370,,,,1800,20261231,20271231,20231231,20241231,2,4067,,1.753116,0,,New WWTP in Viile Satu Mare,1.753116,Unidentified Funds,Absence of WWTP,NC,RO08,ROWP_139401_01,ROWP Viile Satu Mare
60370,,2.298869,CF,2100,20231231,20241231,20201231,20211231,2,5153,,2.298869,0,,New WWTP in Tîrșolț,,,Absence of WWTP,NC,RO08,ROWP_139152_01,ROWP Tarsolt
60370,,,,2600,20231231,20241231,20181231,20191231,2,2780,,1.564227,0,,New WWTP in Hodod,1.564227,National Budget,Absence of WWTP,NC,RO08,ROWP_137853_01,ROWP Hodod
60370,,0,,2500,20261231,20271231,20220101,20240101,2,2254,,0,0,,Increase collection rate,0,,low collecting rate of the urban waste waters,NC,RO08,ROWP_136811_01,ROWP Apa 
60370,,,,3350,20231231,20241231,20171231,20181231,2,2665,,0.55077,0,,New WWTP Acâș,0.55077,National Budget,Absence of WWTP,NC,RO08,ROWP_136722_01,ROWP Acis 
60370,,0,,1200,20261231,20271231,20220101,20240101,2,2355,,0,0,,Increase collection rate,0,,low collecting rate of the urban waste waters,NC,RO08,ROWP_58026_01,ROWP Agris
60370,,1.778114,EARDF,3000,20231231,20241231,20201231,20211231,2,2463,,1.778114,0,,New WWTP in Barsau de Sus,,,Absence of WWTP,NC,RO08,ROWP_137112_01,ROWP Barsau 
60370,,,,2600,20261231,20271231,20231231,20241231,2,2801,,1.1989267,0,,New  WWTP in Homoroade,1.1989267,Unidentified Funds,Absence of WWTP,NC,RO08,ROWP_137906_01,ROWP Homoroade
60370,,,,2800,20241231,20241231,20231231,20231231,2,2638,,0.419689,0,,New WWTP in Terebesti,0.419689,National Budget,Absence of WWTP,NC,RO08,ROWP_139063_01,ROWP Terebesti
60370,,,,3300,20261231,20271231,20231231,20241231,2,6634,,2.27719,0,,New WWTP in Certeze,2.27719,Unidentified Funds,Absence of WWTP,NC,RO08,ROWP_137416_01,ROWP Certeze 
60370,,,,2400,20261231,20271231,20231231,20241231,2,2374,,1.157705,0,,"New WWTP MB in Borlești - for Pomi, Borlești and Aciua",1.157705,Unidentified Funds,Absence of WWTP,NC,RO08,ROWP_138627_01,ROWP Pomi 
60370,,17.1329,CF,163000,20231231,20241231,20201231,20211231,3NP,157586,,17.1329,0,,Improving sludge treatment for WWTP Baia Mare,,,"Effective removal of pollutants below the accepted limits, low collecting rate of the urban waste waters",NC,RO08,RO6MM_57,ROWP Baia Mare
60370,,0,,37500,20231231,20241231,20201231,20211231,3NP,38185,,0,0,,Increase collection rate,0,,low collecting rate of the urban waste waters,NC,RO08,ROWP_106568_01,ROWP Sighetu Marmatiei
60370,,,,2226,20231231,20241231,20101231,20120101,2,2024,0,0,0,,Connection of the entire sewerage system at UWWTP Muntenii de Jos,,,Connection level p.e. not compliant,NC,RO08,ROWP_164936_01,ROWP Muntenii de Jos
60370,,,,2861,20260930,20260930,20200930,20200930,2,2643,0,0,0,,Connection of the entire sewerage system at Baleni UWWTP,,,Connection level p.e. not compliant,NC,RO08,ROWP_75668_01,ROWP Baleni
60370,,0.7166593,CF,2840,20231231,20241231,20200131,20200131,2,2582,0,1.0022355,0,,Connection of the entire sewerage system at Falciu UWWTP,0.2855761,National and local Budget; Beneficiary contribution,Connection level p.e. not compliant,NC,RO08,ROWP_163832_01,ROWP Falciu
60370,,,,2235,20231231,20241231,20200131,20200131,2,2031,0,0,0,,Connection of the entire sewerage system at Laza UWWTP,,,Connection level p.e. not compliant,NC,RO08,ROWP_164598_01,ROWP Laza
60370,,,,3322,20231231,20241231,20091231,20101231,2,3020,0,0,0,,Connection of the entire sewerage system at Cotnari WWTP (Harlau agglomeration),,,Connection level p.e. not compliant,NC,RO08,ROWP_96487_01,ROWP Cotnari
60370,,,,4412,20261231,20271231,20090928,20090928,2,4363,4.54617654,0,0,,Connection of the entire sewerage system at ROWP Sipote ,,,UWWTP is not operating; Discharge of untreated UWW in Vladeni treatment plant. ,NC,RO08,ROWP_99370_01,ROWP Sipote 
60370,,,,15711,20231231,20231231,20201106,20201106,3NPm,15711,0,0,0,,Connection of the entire sewerage system at ROWP Vorona,,,"There is a tertiary UWWTP for this agglomeration.
L.e. not connected",NC,RO08,ROWP_39872_01,ROWP Vorona
60370,,1.0388,OF,3865,20251231,20261231,20211231,20211231,2,3604,0,1.0388,0,,Construction of  Wastewater Treatment Plant for Motoseni,0,,absence of UWWTP ,NC,RO08,ROWP_23494_01,ROWP Motoseni
60370,,,,2732,20261231,20271231,20180101,20180101,2,2732,4.54537843,0,0,,Connection of the entire sewerage system at Tansa UWWTP,,,Connection level p.e. not compliant,NC,RO08,ROWP_99441_01,ROWP Tansa
60370,,,,2659,20231231,20241231,20180618,20180618,2,2659,0,0,0,,Connection of the entire sewerage system at Puscasi UWWTP,,,Connection level p.e. not compliant,NC,RO08,ROWP_164632_01,ROWP Puscasi
60370,,,,3871,20261231,20271231,20200605,20200605,2,3837,0,0,0,,Connection of the sewerage system at WWTP Victoria,,,WWTP started to operate; Connection level p.e. not compliant,NC,RO08,ROWP_100004_01,ROWP Victoria
60370,,,,2976,20261231,20271231,20111231,20111231,2,2976,0,0,0,,Connection of the sewerage system at Barlad UWW treatment plant. ,,,"absence of UWWTP
Discharge of untreated UWW at Barlad treatment plant. ",NC,RO08,ROWP_167188_02_01,ROWP Popeni
60370,,,,2805,20231231,20241231,20180725,20180725,2,2805,0,0,0,,Connection of the sewerage system at Galati UWW treatment plant. ,,,"absence of UWWTP 
Discharge of untreated UWW in the ROWP GALATI treatment plant.",NC,RO08,ROWP_77224_01_01,ROWP M. Kogalniceanu
60370,,0.551515,CF,2448,20231231,20241231,20200131,20200131,2,2448,0,0.771284,0,,Extention of Wastewater Treatment Plant for Berezeni,0.219769,National and local Budget; Beneficiary contribution,UWWTP not operating; L.e. not connected,NC,RO08,ROWP_162498_01,ROWP Berezeni
60370,Financed through National Program of Local Development,,,3330,20221231,20231231,20150615,20150615,2,3257,0,0.43893,0,,Connection of the sewerage system at WWTP Erbiceni,0.43893,National and local Budget,WWTP not operating; Discharge of untreated UWW in the ROWP Pd. Iloaiei treatment plant. ,NC,RO08,ROWP_97009_01,ROWP Erbiceni
